,Unnamed: 0.1,Unnamed: 0,title,keyword,category,score,author,publisher,reviewnum
89,89,89,인정투쟁,상호 주관 상호 인정 소렐 호르크하이머 영국 경찰 봉기,"['국내도서 > 인문 > 철학 > 서양철학자 > 하버마스/프랑크푸르트학파', '국내도서 > 정치/사회 > 정치/외교 > 정치일반 > 사회철학']",27/18/36/9/9,"악셀 호네트 저자(글) · 문성훈 , 이현재 번역",사월의책,14.0
90,90,90,눈 떠보니 선진국,사회 경제 사회학 한국 경제발전 시스템,"['국내도서 > 정치/사회 > 사회학 > 사회학일반 > 시사/사회비평', '국내도서 > 정치/사회 > 정치/외교 > 각국정치 > 한국정치일반', '국내도서 > 정치/사회 > 사회문제/복지 > 사회문제 > 사회문제일반']",34/21/16/6/22,박태웅 저자(글),한빛비즈,93.0
91,91,91,이재명의 나의 소년공 다이어리,사회 합격 신념 대학 기록 사람,"['국내도서 > 정치/사회 > 정치/외교 > 정치가', '국내도서 > 시/에세이 > 인물/자전적에세이 > 정치가/법조인']",48/29/13/6/3,"이재명 , 조정미 저자(글)",팬덤북스,34.0
92,92,92,이상한 나라의 위험한 가짜뉴스,혐오 탈진실 정보 미디어리터러시 사이버 악의,"['국내도서 > 청소년 > 청소년 인문교양', '국내도서 > 정치/사회 > 정치/외교 > 정치일반 > 청소년정치사회']",0/25/0/25/50,마우로 무나포 저자(글) · 김지우 번역 · 마르타 판탈레오 그림/만화,우리학교,4.0
93,93,93,인싸를 죽여라,정치 전쟁 차별 문화 이후 정체,['국내도서 > 정치/사회 > 정치/외교 > 정치일반 > 정치일반서'],0/60/0/0/40,앤절라 네이글 저자(글) · 김내훈 번역,오월의봄,5.0
94,94,94,1등에게 박수 치는 게 왜 놀랄 일일까?,배달원 사회학 채플린 종 세트 공무원 시험 세탁기,"['국내도서 > 청소년 > 청소년 인문교양', '국내도서 > 정치/사회 > 정치/외교 > 정치일반 > 청소년정치사회']",50/0/33/0/17,오찬호 저자(글) · 신병근 그림/만화,나무를심는사람들,8.0
95,95,95,우리 시대 혐오를 읽다,성소 수자 집단 따돌림 청소년정치사회 이익 집단 성찰 외환 위기,"['국내도서 > 청소년 > 청소년 인문교양', '국내도서 > 정치/사회 > 정치/외교 > 정치일반 > 청소년정치사회', '국내도서 > 정치/사회 > 사회문제/복지 > 사회문제 > 사회문제일반']",0/0/0/0/100,"인권연대 기획 · 김진호 , 이찬수 , 김홍미리 , 박미숙 저자(글)",철수와영희,2.0
96,96,96,차별은 원숭이도 화나게 한다,청소년 공평 감수성 사회 전체 만연 특별시,"['국내도서 > 청소년 > 청소년 인문교양', '국내도서 > 인문 > 인문학일반 > 청소년 인문교양', '국내도서 > 정치/사회 > 정치/외교 > 정치일반 > 청소년정치사회']",40/0/20/20/20,"복대원 , 선보라 저자(글)",바다출판사,7.0
97,97,97,"이재명, 한다면 한다",정치 사업 사람 성과 가능 개발,"['국내도서 > 정치/사회 > 정치/외교 > 정치가', '국내도서 > 시/에세이 > 인물/자전적에세이 > 정치가/법조인']",57/29/0/0/14,백승대 저자(글),매직하우스,7.0
98,98,98,딸에게 들려주는 헌법이야기,행복 추구 권력 인권 청소년인문교양 국가 배상 청구 국민,"['국내도서 > 청소년 > 청소년 인문교양', '국내도서 > 정치/사회 > 정치/외교 > 정치일반 > 청소년정치사회', '국내도서 > 정치/사회 > 법학 > 헌법 > 헌법일반']",0/50/50/0/0,이득진 저자(글),GIST PRESS(광주과학기술원),7.0
99,99,99,1일 1단어 1분으로 끝내는 정치공부,내신 논술 시각 자료 빈부 격차 봉준호 기본 지식,"['국내도서 > 청소년 > 청소년 인문교양', '국내도서 > 정치/사회 > 정치/외교 > 정치일반 > 청소년정치사회']",33/17/0/0/50,승지홍 저자(글),글담출판,7.0
100,100,100,그리움은 아무에게나 생기지 않습니다,정치 고통 사랑 편지 국민 서문,"['국내도서 > 정치/사회 > 정치/외교 > 정치가', '국내도서 > 시/에세이 > 인물/자전적에세이 > 정치가/법조인']",71/9/14/3/4,박근혜 저자(글),가로세로연구소,599.0
101,101,101,왜 법이 문제일까?,청소년 법률 국민 축산물 흠결 저작권법,"['국내도서 > 청소년 > 청소년 인문교양', '국내도서 > 정치/사회 > 정치/외교 > 정치일반 > 청소년정치사회']",0/40/0/40/20,김희균 저자(글),반니,5.0
102,102,102,"탄소중립, 어떻게 해결할까?",스모그 온실가스 재난 런던 의정서 전환,"['국내도서 > 청소년 > 청소년 인문교양', '국내도서 > 정치/사회 > 정치/외교 > 정치일반 > 청소년정치사회']",20/20/0/40/20,신방실 저자(글),동아엠앤비,7.0
103,103,103,검찰국가의 탄생,정치 정부 정의 인사 사건 등장,"['국내도서 > 정치/사회 > 정치/외교 > 각국정치 > 한국정치일반', '국내도서 > 정치/사회 > 정치/외교 > 정치일반 > 정치비평']",17/17/0/0/67,이춘재 저자(글),서해문집,9.0
104,104,104,우크라이나전쟁과 신세계질서,정치 미래 평화 해석 체제 전략,"['국내도서 > 정치/사회 > 정치/외교 > 외교/국제관계 > 국제정치/국제관계', '국내도서 > 정치/사회 > 정치/외교 > 외교/국제관계 > 국제분쟁/조정']",18/9/27/0/45,이해영 저자(글),사계절,14.0
105,105,105,권위주의적 순간(누드 사철 제본),정치 오늘날 친구 전쟁 입장 목소리,['국내도서 > 정치/사회 > 정치/외교 > 각국정치 > 미국정치'],29/29/14/0/29,벤 샤피로 저자(글) · 노태정 번역,기파랑,9.0
106,106,106,독일현대정치사,메르켈 하르트 루드비히 에어 헬무트 총리,"['국내도서 > 역사/문화 > 서양사 > 유럽사 > 독일사', '국내도서 > 정치/사회 > 정치/외교 > 각국정치 > 기타나라정치']",0/100/0/0/0,문수현 저자(글),역사비평사,3.0
107,107,107,원자력 X파일,에너지 유럽 시장 지속 중심 책임,"['국내도서 > 정치/사회 > 사회문제/복지 > 사회문제 > 환경문제', '국내도서 > 정치/사회 > 정치/외교 > 각국정치 > 한국정치사']",0/25/0/0/75,이정윤 저자(글) · 시민언론 더탐사 기획,내일을여는책,4.0
108,108,108,불가능했던 동맹 성공한 동행,정치 미국 진실 걱정 현실 지배,['국내도서 > 정치/사회 > 정치/외교 > 외교/국제관계 > 한국외교'],0/83/0/17/0,최형두 저자(글),21세기북스,6.0
109,109,109,군주론(정치+철학 5),운명 해석 주목 의미 실천 박사,"['국내도서 > 정치/사회 > 정치/외교 > 정치일반 > 정치철학', '국내도서 > 인문 > 철학 > 서양철학자 > 마키아벨리']",0/0/0/0/0,니콜로 마키아벨리 저자(글) · 박상훈 번역 · 최장집 해제,후마니타스,0.0
110,110,110,약속의 땅,백악관 인문교양 내주 정치가 넵튠 회고록,"['국내도서 > 인문 > 인문학일반 > 인문교양', '국내도서 > 시/에세이 > 인물/자전적에세이 > 정치가/법조인', '국내도서 > 정치/사회 > 정치/외교 > 정치가']",48/18/18/5/11,버락 오바마 저자(글) · 노승영 번역,웅진지식하우스,266.0
111,111,111,국제정치 패러다임,유럽 운명 정부 주의 비판 통합,"['국내도서 > 정치/사회 > 정치/외교 > 외교/국제관계 > 국제정치/국제관계', '국내도서 > 정치/사회 > 대학교재 > 정치학', '국내도서 > 대학교재 > 정치/사회/법 > 정치학']",25/13/25/0/38,박재영 저자(글),법문사,8.0
112,112,112,취향의 정치학,문화 자본 문화 이론 아비투스 가라타니 고진 계급 구별,"['국내도서 > 인문 > 철학 > 서양철학자 > 그외철학자들', '국내도서 > 정치/사회 > 정치/외교 > 정치일반 > 정치철학']",20/40/40/0/0,홍성민 저자(글),현암사,9.0
113,113,113,변환의 세계정치,에너지 경제 생산 국제정치학 근대 시각,"['국내도서 > 정치/사회 > 정치/외교 > 외교/국제관계 > 국제정치/국제관계', '국내도서 > 정치/사회 > 대학교재 > 정치학', '국내도서 > 대학교재 > 정치/사회/법 > 정치학']",33/0/27/0/40,"남궁곤 편집 · 하영선 , 강상규 , 김상배 , 김준석 저자(글)",을유문화사,15.0
114,114,114,메이지유신의 무대 뒤,일본 정부 영국 서문 정치 전개,"['국내도서 > 정치/사회 > 정치/외교 > 각국정치 > 일본정치', '국내도서 > 역사/문화 > 동양사 > 일본사 > 일본근현대사']",33/0/0/0/67,이시이 다카시 저자(글) · 김영작 번역,일조각,4.0
115,115,115,아무도 흔들 수 없는 나라,철학 대한민국 정책 방향 운영 실천,"['국내도서 > 정치/사회 > 정치/외교 > 각국정치 > 한국정치일반', '국내도서 > 시/에세이 > 인물/자전적에세이 > 정치가/법조인', '국내도서 > 정치/사회 > 정치/외교 > 정치가']",76/5/12/1/6,문재인 저자(글) · 대통령 비서실 엮음,김영사,254.0
116,116,116,영원한 동맹이라는 역설,전쟁 미국 한국 정부 균형 정책,['국내도서 > 정치/사회 > 정치/외교 > 외교/국제관계 > 한국외교'],38/8/23/0/31,김준형 저자(글),창비,18.0
117,117,117,지도로 보는 세계정세,국제정치 정치 국제 중국 국제관계 사건,['국내도서 > 정치/사회 > 정치/외교 > 외교/국제관계 > 국제정치/국제관계'],20/33/27/0/20,파스칼 보니파스 저자(글) · 강현주 번역,청아출판사,15.0
118,118,118,정치와 도덕을 말하다,주 정부 시민 생활 배아줄기세포 공공 영역 존 롤스 사생활 보호,"['국내도서 > 인문 > 철학 > 주제별철학 > 도덕철학', '국내도서 > 정치/사회 > 정치/외교 > 정치일반 > 정치철학']",32/11/32/11/16,"마이클 샌델 저자(글) · 안진환 , 김선욱 번역",와이즈베리,36.0
119,119,119,20세기 중국을 빛낸 위대한 여성 송경령(하),성장 근대 후기 문화 시절 역사,"['국내도서 > 정치/사회 > 정치/외교 > 정치가', '국내도서 > 시/에세이 > 인물/자전적에세이 > 정치가/법조인', '국내도서 > 시/에세이 > 인물/자전적에세이 > 역사인물', '국내도서 > 역사/문화 > 동양사 > 중국사 > 중국역사인물', '국내도서 > 역사/문화 > 역사인물 > 중국역사인물']",0/0/0/0/0,이스라엘 엡스타인 저자(글) · 이양자 번역,한울,0.0
120,120,120,소용돌이의 한국정치(완역판),서론 후기 감사 추천,['국내도서 > 정치/사회 > 정치/외교 > 각국정치 > 한국정치일반'],0/0/0/0/0,"그레고리 핸더슨 저자(글) · 이종삼 , 박행웅 번역",한울아카데미,0.0
121,121,121,정치철학,홉스 로크 정치가 입헌 사회 계약 돈 이야기,"['국내도서 > 인문 > 인문교양총서 > 인문교양총서일반', '국내도서 > 정치/사회 > 정치/외교 > 정치일반 > 정치철학']",31/23/31/0/15,스티븐 스미스 저자(글) · 오숙은 번역,문학동네,15.0
122,122,122,산업사회와 그 미래,심리 편지 미국 비판 박사 후기,"['국내도서 > 정치/사회 > 정치/외교 > 정치사상 > 정치혁명/테러', '국내도서 > 정치/사회 > 대학교재 > 정치학', '국내도서 > 대학교재 > 정치/사회/법 > 정치학']",0/33/33/33/0,테어도르 카진스키 저자(글) · 조병준 번역,박영률출판사,4.0
123,123,123,정치의 발견,실천 시각 에필로그 비판 프롤로그 관점,['국내도서 > 정치/사회 > 정치/외교 > 정치일반 > 정치일반서'],25/50/25/0/0,박상훈 저자(글),후마니타스,5.0
124,124,124,소명으로서의 정치,정치 철학 이해 구분 강의 대중,['국내도서 > 정치/사회 > 정치/외교 > 정치일반 > 정치철학'],43/29/14/0/14,막스 베버 저자(글) · 박상훈 번역,후마니타스,8.0
125,125,125,정치론,정치 지배 국가 자유 제도 안정,['국내도서 > 정치/사회 > 정치/외교 > 정치일반 > 정치철학'],0/0/0/0/0,베네딕투스 데 스피노자 저자(글) · 공진성 번역,길,0.0
126,126,126,정치철학사,사유 현실 정치 자유 시장 상부 구조 튀빙겐 생존 투쟁,"['국내도서 > 인문 > 철학 > 교양철학', '국내도서 > 정치/사회 > 정치/외교 > 정치일반 > 정치철학']",0/0/50/0/50,"오트프리트 회페 저자(글) · 정대성 , 노경호 번역",길,3.0
127,127,127,분노와 용서,정치 감정 부모 탐구 사회학 반응,"['국내도서 > 정치/사회 > 정치/외교 > 정치일반 > 정치비평', '국내도서 > 정치/사회 > 대학교재 > 정치학', '국내도서 > 대학교재 > 정치/사회/법 > 정치학']",0/25/25/0/50,마사 C. 누스바움 저자(글) · 강동혁 번역,뿌리와이파리,6.0
128,128,128,세계시민주의 전통,서양철학 시민 가치 인간 존엄 국적 숙고,"['국내도서 > 인문 > 철학 > 서양철학일반 > 서양철학의이해', '국내도서 > 정치/사회 > 정치/외교 > 정치일반 > 사회철학']",50/25/25/0/0,마사 C. 누스바움 저자(글) · 강동혁 번역,뿌리와이파리,4.0
129,129,129,대통령 이승만,일본 편지 자료 평생 대한민국 종합,"['국내도서 > 정치/사회 > 정치/외교 > 정치가', '국내도서 > 시/에세이 > 인물/자전적에세이 > 정치가/법조인']",100/0/0/0/0,안병훈 저자(글),기파랑,5.0
130,130,130,청소년을 위한 사회학 에세이,교과 공부 개념 정리 바라나시 아이돌 클럽 복지 제도,"['국내도서 > 청소년 > 청소년 에세이', '국내도서 > 시/에세이 > 청소년 시/에세이 > 청소년 에세이', '국내도서 > 정치/사회 > 정치/외교 > 정치일반 > 청소년정치사회', '국내도서 > 청소년 > 청소년 인문교양']",13/33/27/0/27,구정화 저자(글),해냄출판사,25.0
131,131,131,정당정치의 진화,조직 현실 관점 관계 방향 연구,['국내도서 > 정치/사회 > 정치/외교 > 각국정치 > 한국정치일반'],0/0/0/0/0,진영재 저자(글),연세대학교 대학출판문화원,0.0
132,132,132,운명이다,죽음 정치 기록 정치가 인생 정리,"['국내도서 > 정치/사회 > 정치/외교 > 정치가', '국내도서 > 시/에세이 > 인물/자전적에세이 > 정치가/법조인']",69/11/11/0/9,유시민 정리 · 노무현재단 엮음,돌베개,37.0
133,133,133,마키아벨리 군주론,군주국 정치철학 야만족 덕정 르투 성립 배경,"['국내도서 > 인문 > 철학 > 서양철학자 > 마키아벨리', '국내도서 > 인문 > 대학교재 > 철학', '국내도서 > 정치/사회 > 정치/외교 > 정치일반 > 정치철학', '국내도서 > 대학교재 > 인문 > 철학']",33/25/24/1/16,니콜로 마키아벨리 저자(글) · 신동준 번역,인간사랑,89.0
134,134,134,중국의 붉은 별,유럽 소년 혁명 중국정치 중국근현대사 최초,"['국내도서 > 정치/사회 > 정치/외교 > 각국정치 > 중국정치', '국내도서 > 역사/문화 > 동양사 > 중국사 > 중국근현대사']",62/15/15/0/8,"에드거 스노 저자(글) · 홍수원 , 안양노 , 신홍범 번역",두레,18.0
135,135,135,미국 대도시의 죽음과 삶,지구 미국정치 종류 계획 반대 실패,['국내도서 > 정치/사회 > 정치/외교 > 각국정치 > 미국정치'],57/7/14/7/14,제인 제이콥스 저자(글) · 유강은 번역,그린비,16.0
136,136,136,백년의 마라톤,불안 미국 평화 추구 논리 강조,['국내도서 > 정치/사회 > 정치/외교 > 각국정치 > 중국정치'],20/20/15/0/45,마이클 필스버리 저자(글) · 한정은 번역,영림카디널,21.0
